study_id,first_name,middle_name,last_name,suffix,height,member,birth_date
S-3058,Frank,Bryan,Lane,MD,175.7,1,1940-09-12
S-3059,Amanda,Corey,Lara,Jr.,188.0,0,1944-04-07
S-3060,Brandi,Jamie,Black,Jr.,190.0,0,1948-11-06
S-3061,Neil,Drew,Stephens,DDS,175.1,0,1944-02-14
S-3062,Kevin,Micheal,Johnson,Jr.,182.8,1,1942-09-13
S-3063,Carrie,Jon,Thornton,Jr.,168.8,0,1942-05-02
S-3064,Terry,Jamie,Wallace,MD,174.1,1,1942-01-06
S-3065,Eric,Spencer,Moore,MD,171.9,1,1946-01-02
S-3066,Virginia,Caleb,Nelson,III,180.1,0,1949-10-06
S-3067,Joshua,Joshua,Branch,II,179.5,0,1942-02-21
S-3068,Sabrina,Debbie,Luna,MD,173.3,0,1942-09-15
S-3069,William,Jessica,Harris,MD,179.2,1,1945-09-10
S-3070,Tammie,Daniel,Hall,DVM,171.4,0,1942-03-30
S-3071,Sarah,Robert,Wood,Jr.,181.7,0,1941-04-01
S-3072,Gwendolyn,Adam,Christensen,DVM,158.8,1,1940-12-28
S-3073,Rebecca,Christopher,James,DDS,178.2,1,1941-05-07
S-3074,Jennifer,Kathryn,Garcia,Jr.,180.4,1,1943-11-14
S-3075,Jacob,Angela,Clark,DVM,183.1,1,1945-01-03
S-3076,Misty,Kristin,Charles,MD,172.0,1,1946-06-12
S-3077,Christopher,Darrell,Ross,MD,177.0,1,1941-05-18
S-3078,Sonya,Cristian,Li,MD,178.6,0,1949-03-08
S-3079,Colleen,Steven,Hoover,MD,171.2,1,1944-01-22
S-3080,Kimberly,Eric,Wallace,MD,160.1,1,1944-02-01
S-3081,Brandon,Teresa,Simmons,MD,178.7,0,1946-11-09
S-3082,Carl,Tammy,Hughes,PhD,175.0,0,1944-12-15
S-3083,Jennifer,Wayne,Frank,PhD,161.9,0,1946-04-24
S-3084,Matthew,Vanessa,Kaiser,MD,176.6,0,1945-03-30
S-3085,Zachary,Michelle,Vincent,DDS,178.6,0,1948-05-26
S-3086,Michelle,Gabriella,Bennett,Jr.,176.8,1,1943-03-17
S-3087,James,Kyle,Smith,Jr.,168.9,0,1943-04-29
S-3088,Cindy,Heather,Harper,MD,181.3,1,1942-10-15
S-3089,Yvonne,Michelle,Moyer,DVM,168.1,1,1949-11-05
S-3090,Scott,Alyssa,Hoffman,II,175.7,0,1949-08-26
S-3091,Brenda,Deborah,Phillips,MD,176.5,1,1948-07-08
S-3092,Michael,Charles,Thompson,MD,169.1,0,1942-08-25
S-3093,Courtney,Julie,Love,Jr.,166.8,0,1946-02-19
S-3094,Alexis,James,Taylor,MD,178.5,0,1946-06-16
S-3095,Travis,Krista,Taylor,DVM,185.0,1,1940-10-04
S-3096,Michaela,Jeffrey,Mendoza,MD,168.1,1,1941-10-09
S-3097,Brittany,Nicole,Hunter,MD,161.1,0,1948-04-17
S-3098,Deborah,Anthony,Aguirre,DDS,176.6,0,1942-01-16
S-3099,Paula,Nicholas,Reed,DDS,178.2,1,1940-09-13
S-3100,Eric,Sabrina,Mccoy,DDS,194.6,0,1949-11-21
S-3101,Zachary,Sara,Adkins,DDS,166.7,1,1942-09-13
S-3102,Monica,Timothy,Ruiz,MD,181.8,1,1949-04-29
S-3103,Christopher,David,Shaffer,MD,177.3,0,1942-01-05
S-3104,Kimberly,Mark,Garcia,DDS,167.5,1,1949-12-12
S-3105,Jonathan,William,Gallegos,Jr.,181.3,0,1947-09-14
S-3106,Jeremiah,Amanda,Adams,Jr.,169.2,1,1940-10-26
S-3107,Elizabeth,Wesley,Cook,DDS,186.6,0,1942-12-21
S-3108,Michael,Kenneth,Oconnor,IV,175.2,1,1940-11-08
S-3109,Steven,Elizabeth,Adams,MD,181.2,1,1944-12-14
S-3110,Manuel,Samuel,Cook,II,170.8,1,1943-06-17
S-3111,Joshua,Robert,Wilkerson,Jr.,182.2,0,1943-07-24
S-3112,Valerie,Bradley,Bell,MD,177.5,0,1940-10-21
S-3113,Susan,Keith,Hunter,DDS,168.5,1,1944-08-25
S-3114,Dakota,Stephanie,Fields,MD,180.1,1,1946-07-11
S-3115,Joy,Angela,Schmidt,PhD,170.7,1,1948-10-09
S-3116,Brandi,Amy,Peterson,MD,170.6,0,1942-08-10
S-3117,Luke,Matthew,Chung,Jr.,184.1,1,1945-08-23
S-3118,Nicholas,John,Ryan,PhD,170.0,0,1945-03-30
S-3119,Krystal,Amber,Davis,IV,178.5,0,1945-02-22
S-3120,Joseph,Lindsey,Herman,II,160.5,0,1949-06-10
S-3121,Amy,Lori,Williams,MD,174.0,0,1949-12-14
S-3122,Jason,Brent,Bond,MD,184.5,1,1948-09-21
S-3123,Taylor,Hannah,Galloway,DVM,182.9,0,1944-12-09
S-3124,Robin,Michael,Owens,Jr.,183.4,1,1940-05-15
S-3125,Daniel,Brenda,Lang,DDS,174.4,1,1948-08-28
S-3126,Robyn,William,Andrade,MD,167.4,0,1941-09-15
S-3127,Jennifer,Lucas,Fernandez,II,185.3,1,1948-06-14
S-3128,David,Zachary,Guerrero,MD,178.5,1,1945-01-19
S-3129,Elizabeth,Sandra,Brewer,Jr.,170.3,1,1943-05-17
S-3130,Donna,John,Santana,II,178.2,0,1940-07-16
S-3131,Angela,Stephanie,Ewing,DDS,180.9,1,1945-07-12
S-3132,Kathy,Eric,Gilbert,MD,162.4,0,1942-10-14
S-3133,Shane,Jeffrey,Schneider,II,170.0,0,1941-06-26
S-3134,Emma,Nicholas,Wood,MD,171.7,1,1941-05-24
S-3135,Henry,Vanessa,Riley,Jr.,171.2,1,1946-07-18
S-3136,Michael,Jose,Rodriguez,MD,179.5,0,1941-12-22
S-3137,Collin,Frances,Alexander,MD,171.5,0,1941-02-22
S-3138,Dennis,Deborah,Kirby,MD,173.0,0,1942-05-05
S-3139,Jonathan,Gavin,Hart,DDS,158.0,0,1949-01-16
S-3140,Vanessa,Noah,Hernandez,MD,182.3,0,1943-11-10
S-3141,Anthony,Bobby,Johnson,II,163.0,1,1941-07-01
S-3142,Amanda,Terri,Hart,DVM,173.2,1,1940-10-16
S-3143,Linda,Kimberly,Wall,PhD,166.6,1,1944-12-16
S-3144,Anthony,Timothy,Moore,DVM,183.6,0,1943-05-08
S-3145,Gregory,Patricia,Branch,DVM,173.9,0,1948-11-25
S-3146,Laura,Natalie,Nelson,DDS,172.4,1,1941-12-01
S-3147,Jake,Ruben,Anderson,PhD,178.1,0,1945-04-28
S-3148,Barbara,Edward,Smith,Jr.,171.3,0,1948-12-21
S-3149,Jason,Roger,Jenkins,Jr.,167.1,1,1946-02-19
S-3150,Megan,Calvin,Whitehead,MD,158.0,0,1947-01-28
S-3151,Derek,Kimberly,Ferrell,DDS,170.1,0,1941-11-25
S-3152,James,Gary,Morris,MD,180.6,1,1945-10-05
S-3153,Christine,Richard,Hall,MD,181.1,0,1945-05-05
S-3154,Melissa,Stephanie,Grimes,DDS,167.2,0,1946-08-24
S-3155,Norman,Brian,Davis,II,172.3,0,1942-09-08
S-3156,Daniel,Meredith,Archer,MD,172.4,0,1941-02-17
S-3157,Lisa,Ashley,Carroll,Jr.,178.1,1,1946-12-10
S-3158,Ryan,Brad,Washington,MD,174.6,1,1943-01-20
S-3159,Jill,Daryl,Richardson,MD,182.4,1,1949-10-04
S-3160,Cory,Megan,Mason,MD,164.2,1,1948-05-21
S-3161,Brooke,Victoria,Johnson,DDS,166.7,1,1942-06-24
S-3162,William,Jessica,Mcdonald,Jr.,179.6,1,1944-08-19
S-3163,Paul,Julie,Norton,Jr.,171.5,1,1946-08-26
S-3164,Joseph,Jamie,Mills,MD,167.5,1,1945-11-22
S-3165,Tracy,Shirley,Smith,DDS,159.0,1,1948-09-02
S-3166,Jose,Joshua,Bennett,MD,183.9,0,1945-06-03
S-3167,Christina,Manuel,Wilson,PhD,175.1,1,1942-08-10
S-3168,Kathryn,Michael,Kelly,DDS,179.6,1,1942-11-30
S-3169,Arthur,Larry,Patel,Jr.,181.0,0,1949-06-01
S-3170,Elizabeth,Amy,Padilla,DDS,168.5,0,1941-12-24
S-3171,Debra,Michael,May,MD,177.0,1,1949-05-31
S-3172,Rebecca,Brandon,Franklin,MD,168.9,1,1947-10-10
S-3173,Daniel,Nathan,Ewing,Jr.,166.1,0,1949-07-11
S-3174,Julia,Stacey,Tucker,III,175.8,0,1949-02-23
S-3175,Bryan,Stacy,Macdonald,Jr.,175.3,0,1946-12-06
S-3176,Elizabeth,Sharon,Allen,Jr.,156.3,0,1941-03-01
S-3177,John,Brandon,Jackson,Jr.,186.6,1,1944-08-08
S-3178,Jason,Olivia,Bond,DDS,175.6,1,1943-09-08
S-3179,Kimberly,Amanda,Mendoza,DVM,173.3,0,1946-08-18
S-3180,Michael,Kimberly,Martin,Jr.,174.2,1,1943-12-07
S-3181,Jason,Jimmy,Bennett,DDS,165.8,0,1944-05-06
S-3182,Steven,Randy,Thomas,MD,177.6,1,1942-11-27
S-3183,Jill,Brian,Rios,MD,174.8,0,1947-11-10
S-3184,Monique,Julie,Scott,Jr.,175.4,0,1946-07-19
S-3185,Scott,Valerie,Ramsey,Jr.,174.8,1,1949-08-19
S-3186,Crystal,Christopher,Harvey,II,171.1,0,1940-12-08
S-3187,Jessica,Charles,Jones,DVM,185.8,0,1943-03-19
S-3188,Cindy,Katherine,Jacobs,DDS,180.6,1,1945-03-22
S-3189,Gary,Jessica,Taylor,DDS,185.4,1,1942-11-07
S-3190,Aaron,Angela,Daniels,DVM,169.3,0,1941-10-04
S-3191,Luis,Crystal,Johnson,DDS,181.0,0,1949-01-30
S-3192,Alicia,Tonya,Williams,DDS,181.9,1,1941-11-20
S-3193,Eric,Collin,Warren,MD,187.1,0,1948-05-22
S-3194,Alicia,Melissa,Downs,MD,168.3,0,1940-02-05
S-3195,Crystal,Daniel,Carroll,MD,178.3,1,1944-08-11
S-3196,Christopher,Bruce,Horton,MD,186.0,1,1945-11-25
S-3197,Joshua,Leslie,Zimmerman,MD,170.4,1,1945-06-10
S-3198,Marcus,Elizabeth,Anderson,PhD,178.3,1,1943-07-23
S-3199,Michael,Jessica,Madden,MD,171.6,1,1949-12-29
S-3200,Laura,Brian,Thomas,MD,177.9,0,1945-04-13
S-3201,Lori,Elizabeth,Michael,MD,158.1,0,1941-02-26
S-3202,Mark,Heather,Stone,DVM,175.2,0,1945-07-17
S-3203,Stephen,Christopher,Green,DDS,167.1,0,1940-08-07
S-3204,Suzanne,Andrew,Wyatt,MD,167.8,0,1943-11-04
S-3205,Shane,Aaron,Hernandez,MD,174.6,1,1949-04-23
S-3206,Michael,Amanda,Stephens,Jr.,171.9,0,1945-11-21
S-3207,Katie,Jeremy,Flores,PhD,169.9,1,1940-04-10
S-3208,John,John,Hood,DDS,177.2,0,1949-08-05
S-3209,Tanya,Kristi,Wilkinson,DVM,181.0,1,1943-09-25
S-3210,Tara,Matthew,Peck,MD,168.0,1,1949-02-02
S-3211,Don,Nichole,Simon,Jr.,178.5,1,1945-06-18
S-3212,Alexandra,Robert,Torres,PhD,179.6,0,1945-06-07
S-3213,Zoe,Jenna,Franklin,PhD,181.0,1,1947-11-10
S-3214,Mary,Lindsay,Fisher,MD,179.1,0,1946-10-11
S-3215,Dwayne,Heidi,Jackson,MD,1.669,0,1948-08-12
S-3216,Amy,Margaret,Baldwin,DDS,173.9,0,1945-02-05
S-3217,Peter,James,Gomez,DVM,175.8,0,1941-01-13
S-3218,Rachel,Teresa,Reyes,MD,188.3,1,1940-09-19
S-3219,Isaac,Leslie,Jones,Jr.,184.0,0,1946-10-02
S-3220,Carl,George,Sanford,MD,185.9,0,1949-07-31
S-3221,Kevin,Jennifer,Carroll,MD,163.8,1,1943-02-14
S-3222,Pamela,Lance,Graham,DVM,177.2,0,1942-04-03
S-3223,Angela,James,Fry,Jr.,173.0,0,1944-01-31
S-3224,Alvin,John,Gregory,MD,164.1,0,1948-05-20
S-3225,Jennifer,Danny,Kelley,DDS,170.9,0,1940-08-28
S-3226,Melissa,Joshua,Taylor,Jr.,189.9,1,1940-08-08
S-3227,Brett,Jason,Stewart,DDS,176.2,0,1941-04-07
S-3228,Elizabeth,Christopher,Morgan,DDS,182.6,0,1940-02-16
S-3229,Wendy,Andrew,Sanders,Jr.,185.9,0,1947-12-25
S-3230,Sarah,Ana,Crawford,MD,173.2,0,1943-06-09
S-3231,Andrew,William,Davis,PhD,170.1,0,1947-09-07
S-3232,Ashley,Amy,Velez,IV,166.1,1,1949-08-31
S-3233,Jacob,Krista,Reid,DDS,185.3,1,1942-11-18
S-3234,Catherine,Tracy,Bowen,DVM,176.4,0,1943-10-23
S-3235,Jeffrey,Amber,Estrada,MD,172.0,1,1946-07-20
S-3236,Chad,Joan,Cunningham,MD,188.8,1,1941-08-29
S-3237,Rebecca,Nicholas,Wood,DVM,169.8,0,1941-04-27
S-3238,Rebecca,Ashley,Hernandez,Jr.,171.2,1,1945-11-09
S-3239,Jose,Whitney,Taylor,Jr.,165.9,1,1943-04-17
S-3240,Donald,Kyle,Pitts,PhD,174.6,1,1944-04-07
S-3241,Gregory,Sarah,Davis,DDS,172.9,1,1948-02-11
S-3242,Sara,Gilbert,Baker,DDS,172.0,0,1946-09-20
S-3243,Kristen,Andrea,Stafford,PhD,174.3,0,1949-06-14
S-3244,Allen,Deanna,Shields,MD,184.3,1,1946-07-15
S-3245,Jasmine,Angela,Williams,II,181.6,1,1944-09-14
S-3246,Andrew,Diana,Dodson,DVM,166.0,0,1943-12-03
S-3247,Brittney,Douglas,Garrett,MD,182.1,1,1943-11-01
S-3248,Daryl,Carl,Parks,Jr.,174.9,1,1943-12-28
S-3249,Dennis,Stephen,Weber,DDS,185.6,0,1949-07-03
S-3250,Teresa,Sheri,Hughes,III,170.8,0,1945-09-27
S-3251,Ryan,Robert,Sutton,Jr.,181.1,0,1945-01-04
S-3252,George,Luis,Murphy,II,180.0,0,1944-04-07
S-3253,Jessica,Gabrielle,Stokes,MD,166.2,1,1942-08-04
S-3254,Daniel,Shane,Wiley,PhD,181.3,0,1940-03-30
S-3255,Christopher,Emily,Adams,DDS,177.3,1,1944-10-30
S-3256,Stephanie,Jennifer,Rios,MD,184.2,1,1949-12-20
S-3257,Veronica,Mark,Newman,MD,169.5,1,1944-12-19
S-3258,Sean,Tanner,Lee,DDS,176.3,1,1949-10-18
S-3259,Paula,Eric,Ortiz,IV,169.7,1,1940-08-11
S-3260,Gabriella,Samantha,Clark,II,187.2,0,1940-06-09
S-3261,Michelle,James,Morris,DVM,169.0,0,1948-11-10
S-3262,Christian,Steve,George,II,177.6,1,1940-07-14
S-3263,Christine,Jessica,Bowen,DDS,173.6,1,1943-01-09
S-3264,Ryan,Faith,Glover,MD,171.3,1,1948-04-08
S-3265,Teresa,Brooke,Parsons,MD,177.7,0,1942-08-22
S-3266,Steven,Judy,Duncan,DDS,181.0,1,1949-06-19
S-3267,Tamara,Dana,Kim,MD,180.8,1,1949-05-16
S-3268,Teresa,Corey,Bell,Jr.,172.8,1,1944-11-26
S-3269,Laura,Tanya,Lee,MD,176.3,0,1944-12-02
S-3270,Kenneth,Craig,Smith,MD,187.3,1,1942-09-25
S-3271,Jonathan,Richard,Wilson,MD,180.9,1,1941-03-17
S-3272,Katelyn,Natalie,Gonzalez,DDS,187.2,0,1945-06-23
S-3273,Joe,Valerie,Manning,Jr.,169.2,1,1945-11-02
S-3274,Melanie,Shannon,Smith,MD,174.7,1,1948-09-08
S-3275,Angela,Deborah,Floyd,MD,160.8,0,1944-11-30
S-3276,Christopher,Samuel,Beard,MD,183.3,1,1942-06-08
S-3277,Tammy,Robert,Kennedy,MD,183.3,0,1948-11-26
S-3278,Richard,Gregory,Robinson,II,179.6,0,1942-11-24
S-3279,Barbara,Robert,Maxwell,Jr.,181.9,0,1946-09-24
S-3280,Pamela,Martha,Williams,DVM,162.0,0,1947-03-11
S-3281,Kristina,Michael,Weaver,DDS,168.1,1,1940-01-20
S-3282,Nathan,Steven,Christensen,MD,177.1,1,1943-04-13
S-3283,Misty,Megan,Decker,DDS,174.4,0,1943-02-07
S-3284,Penny,Andrew,Bryant,MD,171.9,0,1941-10-23
S-3285,Scott,Douglas,Charles,V,186.6,0,1942-05-13
S-3286,Matthew,Jacqueline,Collins,Jr.,165.0,1,1944-05-21
S-3287,Savannah,Megan,Hood,PhD,183.5,1,1946-04-04
S-3288,Jennifer,Alice,Lee,MD,165.9,1,1948-05-05
S-3289,Robert,Sarah,Odom,MD,163.5,0,1946-07-18
S-3290,Heather,George,Giles,PhD,162.4,0,1946-09-09
S-3291,Janet,Phillip,Jones,MD,178.0,1,1941-04-19
S-3292,Emily,Pamela,Costa,MD,177.2,1,1945-03-14
S-3293,Adam,Juan,Garcia,Jr.,175.8,0,1947-08-16
S-3294,Kimberly,Nathaniel,Hicks,MD,178.2,0,1949-01-28
S-3295,Melissa,Gary,Roberts,MD,178.7,1,1943-05-26
S-3296,Bryce,Stacy,Flores,DDS,184.6,1,1949-04-06
S-3297,Ryan,Matthew,York,MD,172.8,1,1940-08-12
S-3298,Ashley,Jennifer,Hernandez,Jr.,179.8,0,1941-02-13
S-3299,Thomas,Jeffery,Sims,MD,177.0,1,1948-04-09
S-3300,Brenda,Randy,Jones,Jr.,177.0,0,1945-07-04
S-3301,Kevin,Harold,Aguilar,MD,174.2,1,1945-09-17
S-3302,Kenneth,Michael,Barnett,DDS,167.5,1,1945-02-03
S-3303,Shannon,Bradley,Cordova,MD,172.6,0,1949-10-13
S-3304,John,Angela,Rodgers,Jr.,169.0,1,1942-08-16
S-3305,Valerie,Chelsea,Bradley,III,176.6,0,1942-11-13
S-3306,Timothy,Thomas,Ayala,DDS,186.6,0,1942-08-09
S-3307,Tammy,David,Gilbert,DVM,169.6,0,1944-02-25
S-3308,Karen,Robert,Perez,MD,179.7,0,1945-04-23
S-3309,Judith,Donald,Roberson,DVM,183.0,1,1949-06-10
S-3310,Stephanie,Stacey,Martinez,II,177.5,0,1942-02-15
S-3311,James,Edwin,Schultz,MD,168.7,0,1948-11-03
S-3312,Maria,Scott,Hale,II,173.0,1,1941-08-27
S-3313,April,Erin,Lambert,MD,173.6,1,1944-09-25
S-3314,Patrick,Andrew,Bennett,Jr.,188.9,1,1949-10-09
S-3315,Charles,Roberto,Lopez,DDS,168.7,0,1941-01-29
S-3316,Jose,Linda,Turner,MD,182.4,0,1947-05-11
S-3317,George,Mark,Wallace,MD,162.1,0,1945-06-22
S-3318,Curtis,Timothy,Archer,MD,178.0,1,1946-02-09
S-3319,Beth,Andrew,Malone,Jr.,173.2,0,1944-03-23
S-3320,Kristin,Tracey,Williams,PhD,161.6,1,1940-01-05
S-3321,Thomas,Corey,Dawson,MD,176.4,0,1948-12-19
S-3322,Roger,Jeffrey,Holmes,II,165.3,0,1946-07-03
S-3323,Heidi,Pamela,Diaz,MD,179.1,1,1940-07-12
S-3324,Michael,Gina,Decker,Jr.,174.4,0,1945-07-29
S-3325,Tiffany,Daniel,Salinas,Jr.,172.6,0,1942-10-08
S-3326,Henry,Lawrence,Short,MD,177.1,1,1947-08-15
S-3327,Meghan,Melissa,Hodges,Jr.,185.8,1,1947-03-01
S-3328,Tracy,Martin,Hawkins,DDS,179.3,0,1944-08-26
S-3329,Cynthia,Tricia,Gilbert,DDS,166.1,0,1946-11-27
S-3330,Craig,Maria,Rojas,DDS,175.2,1,1949-03-13
S-3331,Penny,Brian,Moreno,MD,182.8,0,1944-06-25
S-3332,Veronica,Michael,Davidson,DVM,184.3,0,1940-10-01
S-3333,Tammy,William,Cruz,MD,183.7,1,1944-08-29
S-3334,Shannon,Dennis,Gonzalez,DVM,173.3,0,1942-11-03
S-3335,Melissa,Alicia,Vaughn,PhD,176.6,1,1947-09-16
S-3336,Juan,Rachel,Richardson,DDS,181.7,1,1947-05-22
S-3337,Melanie,Nancy,Harris,MD,183.5,0,1944-12-18
S-3338,Erica,David,Smith,Jr.,172.5,1,1942-10-20
S-3339,David,Corey,Gill,PhD,170.3,1,1944-10-28
S-3340,Susan,Amanda,Davis,DVM,175.6,1,1942-05-22
S-3341,Heather,Christopher,Lawrence,Jr.,170.1,0,1941-03-02
S-3342,Jennifer,Andrew,Mcconnell,MD,173.8,1,1945-12-01
S-3343,Sarah,Haley,Richardson,MD,170.8,0,1940-04-26
S-3344,Renee,Breanna,Richardson,DDS,179.3,0,1948-05-02
S-3345,Diana,Grace,Clark,Jr.,175.0,0,1946-05-23
S-3346,Brittany,Hector,Calhoun,MD,189.8,0,1943-12-15
S-3347,Traci,Jennifer,Miller,DDS,187.4,1,1948-02-14
S-3348,Kimberly,Dustin,Jones,DDS,177.4,0,1940-01-30
S-3349,Dale,Chris,Edwards,PhD,168.6,0,1944-09-14
S-3350,Kenneth,Bruce,Jones,II,185.0,0,1941-03-29
S-3351,Cesar,Tanya,Sawyer,Jr.,178.7,1,1944-01-19
S-3352,Julia,Judith,Hebert,Jr.,163.9,1,1945-05-14
S-3353,Hannah,Tanner,James,II,182.1,1,1949-04-11
S-3354,Megan,Michael,Norton,III,166.6,1,1943-03-31
S-3355,Kayla,Randy,White,DVM,171.6,0,1941-08-28
S-3356,Amy,Kristen,Fox,DVM,179.8,1,1947-09-30
S-3357,Michael,Taylor,Thompson,MD,153.5,0,1943-11-14
S-3358,Laura,Marissa,Chambers,IV,166.2,0,1940-12-05
S-3359,Stacey,Anthony,Parker,Jr.,185.8,1,1941-04-08
S-3360,Stanley,Nicole,Moore,MD,186.8,1,1943-02-21
S-3361,Christopher,Nicole,Steele,DDS,167.7,0,1944-05-14
S-3362,Robert,Roberto,Banks,MD,180.3,1,1940-04-26
S-3363,Stephanie,Joseph,Vazquez,MD,183.2,1,1942-05-07
S-3364,John,Angel,Anderson,DVM,181.3,1,1942-01-24
S-3365,Jeffrey,Ryan,Taylor,MD,169.0,0,1941-02-04
S-3366,Kenneth,Shannon,Best,DVM,171.9,1,1947-07-19
S-3367,Jessica,Jamie,Ross,Jr.,167.7,1,1946-11-18
S-3368,Amy,Michael,Harding,PhD,181.7,0,1946-03-14
S-3369,Jonathan,Cassandra,Todd,DDS,170.1,1,1945-08-25
S-3370,Debra,David,Glass,MD,184.7,1,1942-08-15
S-3371,Adam,Gina,Thompson,DVM,180.4,1,1942-01-19
S-3372,Gary,Melissa,Vasquez,MD,171.4,0,1943-01-05
S-3373,Phillip,Emily,Nguyen,DDS,163.9,0,1945-06-12
S-3374,Nicole,Zachary,Wilkerson,Jr.,180.4,0,1946-04-05
S-3375,Patrick,Chelsea,Adkins,MD,173.8,1,1941-09-07
S-3376,Shawna,Anthony,Douglas,PhD,173.7,0,1948-11-16
S-3377,Jason,Karina,Bush,PhD,171.8,1,1941-02-07
S-3378,Mark,Ryan,Johnson,II,162.6,0,1943-01-10
S-3379,Richard,Jennifer,Hernandez,PhD,182.6,0,1944-03-26
S-3380,Sonya,Briana,Rose,MD,176.1,0,1947-10-09
S-3381,Shannon,Heather,Haley,II,172.6,1,1940-01-17
S-3382,Barbara,Gregory,Watson,DVM,179.8,1,1945-11-29
S-3383,Joshua,Tiffany,Miller,MD,172.0,1,1942-02-25
S-3384,Peggy,Stacy,Lewis,Jr.,184.4,0,1943-05-27
S-3385,Courtney,David,Hayes,MD,175.0,1,1949-02-02
S-3386,Carrie,Lisa,Nguyen,DDS,179.6,0,1941-01-21
S-3387,Ann,Adrian,Wilkinson,DDS,174.5,0,1942-11-02
S-3388,Cassandra,Kevin,Martin,II,174.6,1,1945-07-31
S-3389,Jeffrey,Michael,Miller,DDS,179.4,1,1949-10-19
S-3390,Stephanie,Jennifer,Miller,Jr.,175.1,1,1945-03-13
S-3391,Melissa,Christopher,Sheppard,MD,175.3,0,1941-10-20
S-3392,Randy,Heather,Reyes,Jr.,180.4,1,1948-04-10
S-3393,Meagan,Courtney,Orozco,MD,177.1,1,1943-07-18
S-3394,Ashlee,James,Colon,DDS,172.7,1,1943-07-02
S-3395,Tonya,April,Patel,DVM,189.2,1,1945-07-25
S-3396,Patricia,Kiara,King,DDS,196.1,0,1940-04-02
S-3397,John,Melissa,Dunn,Jr.,184.9,1,1940-07-14
S-3398,Daniel,Dillon,Sherman,MD,182.5,0,1941-08-01
S-3399,John,Christine,Roy,MD,169.0,1,1943-02-13
S-3400,John,Amanda,Chandler,DDS,163.8,1,1940-04-10
S-3401,Lauren,Steven,Black,III,184.0,1,1945-07-14
S-3402,Erica,Michael,Brewer,II,176.5,0,1946-04-14
S-3403,Jesse,Eric,Morrison,Jr.,189.5,1,1941-02-21
S-3404,Christopher,Zachary,Conner,Jr.,190.8,1,1944-04-26
S-3405,Elizabeth,Shawn,Calhoun,DDS,173.8,0,1949-12-07
S-3406,Amanda,Roberta,Stephenson,PhD,158.1,1,1946-11-09
S-3407,Luis,Olivia,Malone,DDS,172.7,1,1946-10-22
S-3408,Angela,Stanley,Carpenter,MD,175.6,1,1943-02-08
S-3409,Michael,Benjamin,Cohen,Jr.,164.8,0,1943-10-17
S-3410,Charles,Crystal,Smith,MD,172.5,0,1944-02-19
S-3411,Brenda,Jeffrey,Greer,Jr.,176.0,0,1943-02-03
S-3412,Jonathan,Kelly,Mitchell,III,177.5,1,1944-04-16
S-3413,Erica,Michelle,Edwards,DDS,165.3,1,1943-11-11
S-3414,Cheryl,Nichole,Thomas,PhD,171.0,0,1948-04-27
S-3415,Tara,Elizabeth,Smith,DDS,181.0,1,1944-12-12
S-3416,Jacob,Joseph,Gardner,III,183.1,0,1949-05-13
S-3417,Mark,Steven,Alexander,III,170.1,1,1948-04-10
S-3418,David,Kevin,Obrien,Jr.,177.5,1,1947-03-30
S-3419,Wendy,Maurice,Franklin,III,162.0,1,1947-07-06
S-3420,Spencer,Ryan,Johnson,Jr.,184.7,1,1949-01-05
S-3421,Angela,Heather,Young,MD,186.4,1,1941-02-18
S-3422,Vanessa,Brandon,Lee,DDS,174.9,0,1942-03-28
S-3423,Alexander,Matthew,Johnston,MD,172.2,1,1941-07-06
S-3424,Karen,James,Davis,DVM,177.9,0,1941-08-27
S-3425,Gregory,Dawn,Welch,III,169.1,0,1948-06-12
S-3426,Joseph,Gabriel,Davis,DVM,172.7,1,1945-06-21
S-3427,Michael,Brandon,Williams,MD,187.5,0,1940-05-28
S-3428,Katrina,Steven,Ford,DVM,178.5,1,1944-04-03
S-3429,Michele,Joseph,Walker,MD,175.9,1,1949-02-05
S-3430,Jeremy,Lisa,Beltran,MD,183.5,1,1945-02-18
S-3431,Yesenia,Jacob,Casey,DDS,173.1,0,1948-05-22
S-3432,Todd,Charlotte,Woods,Jr.,179.3,1,1947-10-25
S-3433,Melissa,James,Taylor,DDS,173.8,1,1948-05-23
S-3434,Alicia,Bruce,Parsons,DDS,174.5,1,1942-09-20
S-3435,Amanda,Kelly,Grimes,Jr.,176.9,0,1946-02-09
S-3436,Lauren,Steven,Potter,MD,1.742,1,1942-10-13
S-3437,Emily,Eduardo,Murray,DDS,190.4,0,1948-10-26
S-3438,Carrie,Steven,Goodwin,MD,180.7,1,1945-12-31
S-3439,Holly,William,White,MD,169.2,1,1946-01-08
S-3440,Cole,Peter,Morrison,DDS,186.1,0,1946-02-02
S-3441,Brandi,April,Kennedy,MD,164.5,0,1945-03-01
S-3442,David,Victoria,Bullock,PhD,175.1,1,1949-08-26
S-3443,John,Michael,Shaw,III,180.3,1,1945-09-13
S-3444,Amanda,Sarah,Allen,DVM,168.3,0,1948-02-11
S-3445,Brandy,David,Mendez,DVM,174.5,1,1949-03-04
S-3446,David,Karen,Jenkins,DDS,173.5,1,1944-11-15
S-3447,Pamela,Dennis,Ramirez,MD,180.4,1,1940-12-04
S-3448,Patricia,Sarah,Smith,MD,166.0,1,1943-09-04
S-3449,Theresa,Debbie,Guerrero,DDS,184.8,1,1942-06-24
